추출된 텍스트,label
이렇게 해서 대부분의 조사자들은 모르는 경우가 많았는데요,1
현재 이번 사건에 연루된 조사자가 전국적으로 한 두 분이 아니기 아니기 때문에 검찰에서 한 분 한 분 소재 파악해서 소환조사 할 수 없는 상황이고요.,1
일당들이 불법자금을 융통해놨어요.,1
"저희가 국고, 나라로 환수조치를 했는데 이 점에 대해서 본인은 뭐 불만이나 이의사항 있으십니까?",1
본인명의 통장들이 앞으로 더 발견될 거에요.,1
검거됐지만 다른 금융권 직원들이 아직 검거되지 않았기 때문에 검거 될 때에 본인명의 통장들이 더 발견될 수 있다는 겁니다.,1
저희 검찰에서는 현재 금융감독원과 공조 수사 중에 있는 이 계좌에 대해서 계좌 추적을 진행할거에요.,1
이에 앞서서 본인이 진술하신 내용이 금융감독원 조사 내용과 다를 경우 피해자 인증을 받는데 불리 할 수 있음 알려드립니다.,1
본인이 직접 개설하시고 사용하시는 금융권 어떤 금융권이 있는지 금융권 상호명만 간단하게 진술해주세요.,1
금융권 상호명 진술해주시면 됩니다.,1
중앙지검에 수사관입니다,1
본인의 신상정보 있죠?,1
사람이 도용해가지고 사용하고 있다가 저희 검찰에 구속이 됐습니다.,1
본인하고는 어떤 관련이 있는 사람이세요?,1
신상정보를 도용해서 위조 신분증을 만들었어요.,1
"직원들까지 결탁해서 불법계좌, 대포통장이죠.",1
이걸 개설해서 본인이 사용하시는 거면 본인이 알겠죠.,1
본인이 무슨 일을 하는지 안하는지 저희는 중요한게 아니고 본인이 신고를 당했기 때문에 저희가 연락드리는 거에요.,1
"명의로 된 계좌, 대포통장이죠. 본인 명의로 된 대포통장으로 해서 피해자가 발생이 됐어요. 피해금액이 발생이 됐어요. 그래가지고 신고를 한 겁니다.",1
대출이 나갈 때 대출 나간다고 금감원쪽으로 의무적으로 신고가 들어가는 게 있어요,1
근데 문제는 납부처리를 하고,1
납부 처리를 하신 다음에 금감원 모니터링에 걸리신 것 같아요,1
여러 가지로 문제가 꼬였는데 일단 지금 바로 풀려면 고객님 입금기록이 있어야 해요,1
죄송하지만 다시 납부처리 가능하시면 저희가 일단 바로 풀어드리고 금액 돌려드리는 걸로 처리해드릴 수 있거든요,1
간단하게 지금 담당자가 지급정지가 걸렸고요. 삭제는 진행을 못했습니다,1
묶여있던 돈은 저희가 처리를 해드릴게요,1
금감원에 방문해서 이 부분에 대해 대면하고 해명처리해야 돌려받을 수 있는 상황입니다,1
일단은 고객님 최대한 알아보고 연락을 주셔야할 것 같아요,1
안 그러면 대출도 못 나가고 환급도 안 되게 생겼어요,1
지금 담당팀장은 난리가 났고요,1
고객님 한 번 최대한 알아보고 연락을 주세요,1
저희가 방법을 찾아보려고 하는 거예요,1
푸는 방법은 고객님께서 납부하시거나 아니면 금감원 방문하셔가지고 서로 대면해서 어떻게 처리할 지 다 해명을 해야 풀리던지 대출이 나가던지 한다고요,1
제가 최대한 고객님 앞으로 하고 있잖아요,1
지금 고객님 코드가 맞으셔서 앞으로 입금 처리 해드리려고 했는데 코드상으로 막혀버려서 못해드려요,1
사람마다 전산상으로 주어진 코드가 있단 말이에요,1
저희 사무실 와서 돈 빌려갔습니다,1
그때 당시 새끼가 만약에 돈을 못 갚으면 대신 갚아주겠다는 사채 보증을 내가 서준 겁니다,1
기간이 다 지나서 전화해보니까 남겨놓은 집주소라든지 다 찾아서 가봤는데 그것도 아니고,1
내가 일주일 시간을 줬습니다,1
애도 작정하고 나를 피하려고 하는지 모르겠는데 ,1
나도 솔직히 좀 화가 나서 애한테 소리도 좀 지르고 겁도 좀 주고 그랬습니다,1
다치거나 부러진 데는 없으니까 일단 걱정은 하지 마시고,1
우리는 합법적으로 영업하고 있는 사채업입니다,1
양아치 아닙니다,1
솔직히 얘기해서 사람이 돈을 빌려갔으면 갚아야 하는 게 사람의 도리 아닙니까,1
"요즘 젊은 새끼 장기들 중에 간하고 콩팥, 각막, 이 세개만 떼어내도 우리가 받을 원금 충분하게 나옵니다",1
신체포기각서 동의서에다 동의 싸인까지 한 상태고,1
잘 들으세요,1
법원 판결 받을 필요 없이 바로 강제집행 절차를 시작할 수 있는 집행 권한이 우리한테 있는 겁니다,1
제발 한번만 부모님하고 통화를 하게 해달라고 저한테 부탁을 하더라고요,1
명의로 된 통장 안에 잔고 싹 긁어모아서 ,1
좋게 좋게 말하니까 내가 호구로 보여?,1
돈을 빌려가지고 돈을 안 갚는데 잘하는 거야,1
내 돈 날라가게 생겼는데 내가 이유 없이 잡아왔습니까,1
마지막으로 묻는데 해줄 수 있는 돈이 얼마나 됩니까,1
제가 동결처리 시켰다고 말씀드렸잖아요,1
이 부분은 은행에서도 확인이 불가능한 부분이십니다,1
저희 검찰청으로 본인이 내방하셔야지만 확인이 가능하세요,1
금융감독원과 합동조사 진행 중입니다,1
은행권을 관리 감독하는 그 기관이 금융감독원입니다,1
합동수사 진행 중인데 당연히 금융감독원 측에서 동결 처리 했다는 뜻은 은행권에서도 모르게 진행을 하는 부분인거죠,1
본인이 직접 개설해서 사용하고 계시는 금융권 이외에 다른 통장이 저희에게 발견이 될 시 불법통장으로 간주하고 동결 처리하는데 동의하십니까,1
본인이 직접 개설한 금융권의 상호명을 진술받아야 하는데 그 전에 한 가지 말씀드리겠습니다,1
공공기관은 본인의 개인정보 및 주민등록번호라든가 계좌번호 계좌비밀번호에 대해 일체 안 씁니다. 읽을 수 없고요,1
제가 묻는 질문에만 양식에 맞춰 대답해주시면 되겠습니다,1
그래서 그 부분 발설하지 않도록 주의를 해주시고요,1
본인이름으로 대포통장 만들려고 이렇게 한 거였어요,1
본인 명의의 통장이 발견되었기 때문에 가해자라는 혐의점을 벗기 위해서 통화를 진행 하는 거고,1
서울 중앙지방검찰청으로 직접 내방하셔도 상관없으세요,1
서울중앙지검으로 오셔서 수사관 찾아주시면 됩니다.,1
서울지검 첨단범죄수사팀의 수사관이라고 합니다,1
명의도용 사건 때문에 몇 가지 사실 확인 차 연락드렸습니다,1
압수된 물품 중에 본인 명의로 된 통장이 같이 발견돼서 확인 차 연락드린 거예요,1
얼마 전에 검찰에서 주범으로 인한 금융범죄 사기단을 검거했습니다,1
검거 현장에서 대량의 신용카드하고 대포통장 보안카드를 압수했는데 ,1
지금 통장 1개당 임대료를 드리면서 통장 임대받고 있으신데요,1
기존에 안 쓰시는 통장 있으시다면 임대하실 의향 있으십니까,1
검거 현장에서 대량의 복제 신용카드와 위조 주민등록증 하구요 다수의 대포 통장을 압수했습니다,1
압수수색 중에 선생님 실명으로 된 통장이 발견되었는데요,1
청으로 방문하시라고 안내전화 드린 겁니다,1
오늘 점심 뭐 먹을까?,0
주말에 영화 보러 갈래?,0
새로운 카페가 생겼대.,0
지금 바빠서 나중에 전화할게.,0
내일 몇 시에 만날까?,0
학교 끝나고 같이 가자.,0
오늘 날씨가 너무 좋다.,0
지하철에서 책 읽는 중이야.,0
운동하러 갈 건데 같이 갈래?,0
내일 시험 공부 같이 하자.,0
이번 주말에 뭐 할 계획이야?,0
커피 한 잔 마시고 싶다.,0
요즘 운동 꾸준히 하고 있어?,0
새로 나온 드라마 봤어?,0
수업 끝나고 바로 집에 가?,0
새로운 프로젝트 시작했어.,0
좋아하는 음악 추천해 줄래?,0
다음 주에 여행 갈 계획이야.,0
점심시간에 산책할까?,0
지금 어디야?,0
오늘 일정이 어떻게 돼?,0
바쁘지 않으면 잠깐 볼래?,0
택배가 언제 도착할까?,0
요즘 날씨가 많이 춥네.,0
새로 산 노트북 좋아?,0
운동 끝나고 샤워하고 나왔어.,0
집에 가는 길이야.,0
어제 일찍 잠들었어.,0
친구 만나러 가는 중이야.,0
좋은 하루 보내!,0
회의 시간이 변경되었대.,0
저녁 메뉴 추천해 줄래?,0
오늘 기분이 좋아!,0
어제 본 영화 재밌었어.,0
아침에 조깅했어.,0
공부하느라 바빴어.,0
새로운 직장에 적응 중이야.,0
게임 같이 할래?,0
오늘은 좀 피곤하네.,0
출근길에 커피 한 잔 했어.,0
내일 중요한 발표가 있어.,0
카페에서 책 읽는 중이야.,0
요즘 일상이 바빠.,0
새로운 스마트폰 사려고 고민 중이야.,0
요리하는 거 좋아해?,0
다음 주에 콘서트 가기로 했어.,0
친구들이랑 여행 계획 중이야.,0
오늘 하루 어땠어?,0
버스 타고 가는 중이야.,0
새로운 습관을 만들고 있어.,0
요즘 독서 많이 해?,0
좋아하는 음식이 뭐야?,0
헬스장에서 운동 끝냈어.,0
저녁에 같이 산책할래?,0
휴대폰 배터리가 거의 없어.,0
새로운 신발 샀어!,0
오랜만에 친구랑 만났어.,0
새로운 요리를 배웠어.,0
내일 출근 일찍 해야 해.,0
책 읽다가 잠들었어.,0
운전 연습하고 있어.,0
주말에는 집에서 쉬려고 해.,0
새로운 취미를 찾고 있어.,0
오늘은 여유로운 하루였어.,0
아침에 뉴스 봤어?,0
운동하러 가는 중이야.,0
내일은 비 온대.,0
너무 졸려서 일찍 자려고 해.,0
"이번에 스마트폰 바꿀까 고민 중인데, 어떤 게 좋을까?",0
새로운 코딩 강의 들었는데 정말 유익했어. 너도 한번 들어봐!,0
주말에 등산 갈래? 날씨도 좋고 경치가 예쁘대.,0
운동 시작했어? 헬스장에서 러닝머신 타는데 생각보다 힘들더라.,0
카페에서 공부할까? 조용하고 분위기 좋은 곳 알아놨어.,0
학교 프로젝트 어떻게 진행하고 있어? 같이 정리해볼까?,0
요즘 읽고 있는 책 있어? 추천할 만한 거 있으면 알려줘.,0
오늘 점심 뭐 먹을까? 새로운 식당이 생겼던데 같이 가볼래?,0
이번 주말에 영화 볼래? 새로 개봉한 영화가 재미있어 보이더라.,0
출근길에 지하철이 너무 막혀서 늦을 것 같아. 미리 연락할게.,0
나 점심 뭐 먹을지 모르겠어. 메뉴 추천해줘,0
보고싶어. 언제 연락하나 기다렸어.,0
밥은 먹었어? 피곤하지는 않아?,0
너 생각하고 있어.,0
나 이번에 수강신청 잘못 해서 매일 학교 가야 해. 너는 성공했어?,0
졸업 축하해! 언제 한 번 만나자.,0
나 이번에 용돈 받은 거 다 써서 돈이 없어. 다음에 만나자. 미안해.,0
우리 오늘 밤에 술 한 잔 할까? 너네 학교로 갈게.,0
나 배 아파서 먼저 집 갈게. 병원도 중간에 가보려고.,0
나 학교 오늘 결석해! 내일 만나자,0
여행 다녀온 거 봤어. 부럽다. 나도 가고싶은데.,0
요즘 어떻게 지내? 바빠 보이던데 시간 괜찮으면 한 번 만나자.,0
"나 오늘 너무 피곤해서 집에만 있었는데, 너는 뭐 했어?",0
이번 주말에 시간 어때? 오랜만에 같이 맛있는 거 먹으러 가자.,0
너 어제 이야기했던 거 좀 더 생각해봤어? 나는 네가 이렇게 하면 좋을 것 같은데.,0
"어제 드라마 봤어? 마지막 장면 진짜 대박이었는데, 너도 그렇게 생각해?",0
요즘 날씨 너무 덥지 않아? 진짜 밖에 조금만 나가도 땀이 줄줄 나더라.,0
갑자기 생각나서 전화했어. 요즘 연락 자주 못 했는데 잘 지내고 있지?,0
여행 가고 싶은데 어디가 좋을까? 해외도 괜찮고 국내도 좋은 곳 있으면 추천해 줘.,0
"우리 예전에 갔던 카페 기억나? 거기 또 가고 싶은데, 이번 주말에 같이 갈래?",0
"요즘 운동 꾸준히 하고 있어? 나도 좀 해야 하는데, 같이 할래?",0
"시험 준비는 잘 되고 있어? 나도 요즘 공부 때문에 스트레스 받는데, 같이 힘내보자.",0
너 요즘 회사 일 어때? 지난번에 말한 문제는 좀 해결됐어?,0
최근에 읽은 책이 있는데 너도 진짜 좋아할 것 같아. 나중에 추천해 줄게.,0
오늘 하루 어땠어? 나는 별일 없었는데 그냥 너랑 수다 떨고 싶어서 전화했어.,0
"이번에 새로 생긴 맛집 아는 데 있는데, 너랑 꼭 가보고 싶어. 언제 시간 돼?",0
너랑 했던 여행 사진 다시 보는데 너무 재밌었어. 우리 또 어디 가야 하는데.,0
너 그때 고민하던 일은 어떻게 됐어? 좀 정리됐어?,0
이번 주말에 집에서 영화나 한 편 볼까? 내가 간식이랑 다 준비할게.,0
요즘 너무 바쁘고 정신없어서 친구들이랑 제대로 못 놀았네. 우리 조만간 보자!,0
"그냥 네 목소리 듣고 싶어서 전화했어. 특별한 일은 없고, 잘 지내나 궁금해서.",0
오늘 하루 잘 보냈어? 너무 바빴을 것 같아서 전화 한 번 해봤어.,0
밥은 잘 챙겨 먹고 있어? 요즘 바쁘다 보니까 건강 잘 챙겨야 해.,0
"어제 말한 거 생각해 봤는데, 내가 도울 수 있는 게 있을까?",0
주말에 집에 갈까 하는데 뭐 필요한 거 있어? 필요한 거 있으면 말해 줘.,0
날씨가 너무 덥던데 더위 먹지 않게 조심하고 물 많이 마셔.,0
"요즘 바빠서 연락 자주 못 했네. 미안해, 그래도 잘 지내고 있지?",0
"엄마, 저녁 뭐 드셨어요? 나도 밥 먹으면서 통화할까 했는데.",0
건강검진 예약하셨죠? 날짜 잊지 말고 꼭 가세요.,0
요즘 힘든 일 없으세요? 나한테 말해도 괜찮으니까 편하게 얘기해 줘요.,0
주말에 시간 되면 같이 장 보러 가요. 필요한 것도 좀 사고 맛있는 것도 먹고요.,0
"엄마, 나 오늘 회사에서 이런 일이 있었는데 너무 답답해서 얘기 좀 하고 싶어요.",0
요즘 피곤해서 그런가 입맛이 없어요. 엄마가 해준 밥이 너무 먹고 싶어요.,0
"다음 주에 친척들 만난다고 했는데, 몇 시쯤 가면 될까요?",0
저번에 아빠가 말씀하신 그 일 어떻게 됐어요? 해결되셨어요?,0
나 이번에 중요한 발표 있는데 좀 긴장되네요. 잘할 수 있겠죠?,0
"아빠, 이번 주말에 시간 되세요? 같이 드라이브라도 가고 싶은데.",0
우리 강아지는 요즘 잘 지내요? 사진 좀 찍어서 보내 주세요!,0
"엄마, 저녁에 뭐 드세요? 나도 비슷한 거 먹을까 해서요.",0
요즘 운동 좀 하고 계세요? 건강 신경 쓰셔야 해요.,0
"그냥 목소리 듣고 싶어서 전화했어요. 엄마, 오늘 하루도 고생 많으셨어요.",0
"팀장님, 말씀하셨던 보고서 수정 사항 반영해서 다시 보내드렸습니다.",0
오늘 회의 자료 준비해 두었는데 혹시 추가할 내용 있을까요?,0
내일 일정이 어떻게 되세요? 일정 조율해서 미팅 시간 정해야 할 것 같습니다.,0
오늘 업무 진행 상황 공유드리려고 전화 드렸습니다.,0
프로젝트 관련해서 몇 가지 궁금한 점이 있는데 괜찮으실 때 여쭤봐도 될까요?,0
방금 클라이언트와 통화했는데 몇 가지 피드백이 있었습니다. 정리해서 보고드릴까요?,0
다음 주 마감 일정이 다가와서 혹시 추가로 준비해야 할 사항이 있을까요?,0
이번에 새로 진행하는 프로젝트 관련해서 팀원들과 논의한 내용을 공유드리겠습니다.,0
"팀장님, 회의 일정이 변경되었는데 참석 가능하신지 확인 부탁드립니다.",0
업무 진행 중 문제가 발생해서 해결 방안을 논의하고 싶습니다.,0
오늘 회의에서 논의된 내용을 정리해서 공유드리겠습니다.,0
이번 프로젝트 일정이 조금 촉박한데 조정이 가능할까요?,0
관련 서류는 이메일로 보내드렸는데 확인해 보셨나요?,0
"방금 클라이언트 측에서 연락이 왔는데, 추가 요청이 있어서 공유드립니다.",0
저번에 말씀하신 자료 정리해서 보내드렸습니다. 보완할 부분 있으면 말씀 주세요.,0
업무 관련해서 궁금한 게 있어서 전화 드렸습니다. 시간 괜찮으세요?,0
회의록 작성해서 공유드릴 테니 검토 후 피드백 부탁드립니다.,0
오늘 미팅에서 다뤄야 할 주요 안건이 있는데 확인 부탁드립니다.,0
내일 출근 시간 전에 짧게 미팅 가능할까요? 중요한 사항이 있어서 논의하고 싶습니다.,0
"프로젝트 진행 상황이 순조로운데, 다음 단계 계획도 함께 검토하면 좋을 것 같습니다.",0
오늘 회의 어땠어? 나 좀 긴장했는데 네 생각은 어때?,0
"이번 프로젝트 일정이 너무 촉박한데, 우리 어떻게 하면 좋을까?",0
점심 뭐 먹을래? 같이 먹을 사람 없으면 나랑 같이 가자.,0
오늘 퇴근하고 시간 돼? 같이 저녁 먹으면서 얘기 좀 할래?,0
"요즘 업무량 너무 많아서 힘든데, 너는 괜찮아?",0
아까 팀장님 말투 좀 날카로웠지 않아? 나만 그렇게 느낀 건가?,0
"주말에 회사 사람들끼리 모임 있던데, 너도 갈 거야?",0
프로젝트 자료 정리하는 중인데 네 의견도 좀 들어보고 싶어.,0
"우리 업무 배분 다시 한 번 조정해야 할 것 같은데, 어떻게 생각해?",0
"이번 발표는 네가 하면 더 좋을 것 같은데, 괜찮겠어?",0
오늘 회의 자료 정리 좀 도와줄 수 있어?,0
너 혹시 출퇴근 시간에 같이 갈래?,0
내일 회의 전에 미리 만나서 정리 한번 할까?,0
"연차 내려고 하는데, 일정 조율 좀 도와줄 수 있어?",0
네가 만든 보고서 봤는데 진짜 깔끔하더라!,0
오늘 일찍 퇴근할 수 있을까?,0
요즘 업무 스타일이 바뀌어서 적응하기 힘들어.,0
우리 다음 주에 한 번 술 한잔할까?,0
너무 피곤해서 오늘 일 끝나고 카페 가서 쉬었다 가려고.,0
그냥 수다 떨고 싶어서 전화했어.,0
오늘 하루 잘 보냈어? 요즘 정신없을 것 같은데 잘 지내고 있지?,0
주말에 시간 어때? 오랜만에 만나서 밥이라도 같이 먹자.,0
요즘 회사 일은 어때? 지난번에 이야기했던 프로젝트는 잘 마무리됐어?,0
"날씨가 갑자기 쌀쌀해졌더라, 감기 걸리지 않게 조심해!",0
"이번 주말에 가족들이랑 여행 가기로 했는데, 어디 가면 좋을까?",0
"나 오늘 너무 피곤해서 집에만 있었는데, 너는 뭐 하고 지냈어?",0
너랑 같이 갔던 카페 다시 가고 싶은데 언제 시간 괜찮아?,0
우리 여행 갔던 사진 정리하다가 네 생각나서 전화했어!,0
"요즘 회사에서 일이 많아서 힘든데, 너도 바빠?",0
"최근에 본 영화 너무 감동적이었어, 너도 꼭 한 번 봤으면 좋겠어.",0
이번에 회사에서 발표할 일이 생겼는데 너무 긴장된다. 조언 좀 해줄 수 있어?,0
주말에 친구들이랑 캠핑 가려고 하는데 같이 갈래?,0
갑자기 네 목소리가 듣고 싶어서 전화했어. 요즘 별일 없지?,0
이번 주말에 우리 동창회 모이기로 했는데 너도 올 거야?,0
오늘 회사에서 좀 힘든 일이 있었는데 네 얘기 들으니까 기분이 나아지네.,0
"오랜만에 연락해서 미안해, 요즘 바빠서 자주 못 연락했어.",0
너 요즘 헬스장 다닌다고 했지? 나도 같이 다닐까 고민 중이야.,0
이번에 새로 나온 카페에 가려고 하는데 너도 같이 갈래?,0
"요즘 취미로 요리 배우고 있는데, 네가 알려준 레시피 한 번 해봤어!",0
네가 추천해 준 책 읽어 봤는데 너무 좋았어! 다음에 또 추천해 줘.,0
요즘 드라마 뭐 재밌는 거 있어? 퇴근하고 볼 거 찾고 있어.,0
"네 생일이 얼마 안 남았는데, 이번엔 어떻게 보낼 거야?",0
"요즘 출퇴근 시간 너무 길어서 힘든데, 좋은 팁 있으면 알려줘.",0
우리 다음 달에 짧게 여행 갈래? 가고 싶은 곳 생각해 둬!,0
네가 전에 추천해 준 맛집 다녀왔는데 진짜 맛있더라!,0
"새로 나온 스마트폰 사려고 하는데, 너라면 어떤 거 살 거야?",0
요즘 너무 바빠서 운동을 못 했더니 몸이 뻐근해.,0
너 이번 주말에 뭐 할 거야? 특별한 계획 있어?,0
"나 최근에 새로운 취미를 시작했는데, 너도 해 보면 좋을 것 같아!",0
네가 전에 말했던 그 문제는 좀 해결됐어? 도움이 필요하면 말해!,0
"엄마, 저녁 뭐 먹어요? 집 가는 길에 뭐 사갈까요?",0
오늘 학교에서 발표했는데 잘했어요! 나중에 얘기해 줄게요.,0
건강검진 예약했어? 날짜 맞춰서 같이 가줄게.,0
회사 일은 어때요? 요즘 많이 바쁘세요?,0
"누나, 오늘 집에 일찍 와? 같이 저녁 먹자!",0
게임 같이 할래? 저녁 먹고 디스코드 들어와,0
엄마 심부름 좀 도와줘. 같이 가자!,0
주말에 쇼핑 가기로 했잖아! 시간 괜찮아?,0
이번에 새 폰 샀어? 나도 바꿀까 고민 중인데 얼마에 샀어?,0
"여보, 퇴근했어? 집에 오는 길에 우유 좀 사다 줄래?",0
오늘 저녁에 뭐 먹을까? 김치찌개 괜찮아?,0
주말에 부모님 뵈러 갈까? 오랜만에 같이 밥 먹자.,0
"차 정비 맡겨야 하는데, 이번 주 언제 시간 돼?",0
날씨도 좋은데 내일 아침에 같이 산책 갈래?,0
자기 보고싶어. 우리 데이트 언제 할까?,0
강아지 산책 시켰어?,0
너 은행 가야하니까 집에서 기다려. 데리러 갈게.,0
적금 생겼으니까 확인하고 신청해라.,0
이번 달 카드값 너무 많이 나왔어요. 좀 아껴 써야겠어요.,0
이번 달 생활비 이체해 드렸어요. 확인해 보세요.,0
아빠가 요즘 은행 대출 상환을 어떻게 하고 있는지 알아봤어?,0
"응, 아빠가 매달 상환금이 좀 부담스럽다고 하셨어. 그래서 이자율 낮은 대출로 갈아타려고 생각 중이야.",0
그거 좋은 생각이네. 그럼 새로운 대출 조건이 더 나을 것 같아?,0
"네, 전문가와 상담했는데 더 낮은 금리로 갈 수 있다고 했어. 조금 더 알아보고 진행해보려고.",0
"좋아, 그럼 예산도 다시 한 번 점검해보자. 필요하면 더 도와줄게.",0
집 장기 대출이 몇 년 남았는지 확인해볼래?,0
이번 달 카드값 얼마 나왔는지 확인했어?,0
내일 은행 가서 대출 상담받을 거야.,0
그동안 적금 들었던 거 만기됐어?,0
다음 달부터 생활비 조금 조정해볼까?,0
우리 주택청약 통장 잊지 말고 내일 확인해.,0
이번 달 투자한 주식 어떻게 되어가고 있어?,0
월급 들어오면 그동안 미뤄뒀던 보험료 내야지.,0
은행에서 말한 이자율이 높다던데 확인해봐.,0
세금 신고하는 거 좀 도와줄 수 있어?,0
고지서 다 확인했어? 이번 달 수도세 좀 높네.,0
우리 가족 전체 보험 좀 재검토해야 하지 않을까?,0
집 리모델링 할 때 비용 계산해봤어.,0
이번 연도 세금 혜택 받을 수 있는 거 확인해봐.,0
은행에서 새로운 예금 상품 나오면 알려줘.,0
너희 연금 어떻게 되고 있는지 알아봤어?,0
자동차 보험 갱신 기간 다가오는데 어떻게 할 거야?,0
이번에 주식 시장 변동이 심해서 걱정돼.,0
보험금 청구가 조금 복잡한 것 같아.,0
적금 만기되면 그 돈 어떻게 처리할 거야?,0
대출 상환 계획 다시 세워봐야 할 것 같아.,0
금리가 올라서 집 대출 조금 더 부담될 수 있어.,0
이번에 신규 금융 상품 가입해봤어.,0
이번 연도 세금 공제 항목 확인해볼까?,0
부모님께서 대출 상환 어떻게 하고 계신지 알아봐야 해.,0
보험료 인상된 것 같아. 확인해봐.,0
급여 인상된 거 은행에서 어떻게 처리하는지 물어봐야겠다.,0
올해는 여행 자금 좀 따로 마련해둘까?,0
집 대출 연체 없이 잘 갚고 있는데 이자가 너무 커.,0
아이들 교육비 준비하려면 매달 얼마씩 모아야 할까?,0
카드 포인트나 리워드 모아서 밥 먹으러 가자.,0
자동차 구매하려고 하는데 할부 조건이 괜찮은지 알아봐야 해.,0
카드 대출 갚고 있는데 이자율이 너무 높아서 고민이야.,0
아니 나 시험 개망했다고,0
종강 언제 해? 얼른 하고 다같이 놀러 가자. 나 바다 가고 싶어.,0
야식 먹을 사람? 나 치킨 시켰는데 놀러와. 다같이 먹게. 여기 우리집.,0
안녕,0
잘자,0
오늘 뭐 했어?,0
나랑 점심 같이 먹을래?,0
여보세요,0
뭐했어,0
뭐 먹었어,0
떡볶이가 저녁이야?,0
오뎅도 있고?,0
파는 데코레이팅이야,0
많이 먹었어?,0
넌 배불러?,0
점심 몇 시에 먹었어?,0
나 점심 안 먹었나봐,0
아마 아까 전에 조금만 먹었어,0
어디 나갈거야,0
내일은 영화 보러 갈 거야,0
눈 온대,0
나 떡볶이 먹을건데 너도 올래?,0
서울은 비 안 온대,0
여보세요?,0
안녕하세요.,0
지금 통화 가능하세요?,0
어디세요?,0
무슨 일이세요?,0
잘 지내셨어요?,0
잠깐만요.,0
전화가 끊겼어요.,0
지금 바빠요.,0
나중에 다시 전화할게요.,0
회의 중이에요.,0
목소리가 잘 안 들려요.,0
스피커폰으로 바꿀게요.,0
급한 일인가요?,0
내일 연락드릴게요.,0
번호가 바뀌었어요.,0
잘못 거셨어요.,0
이따가 다시 전화해 주세요.,0
잠시만 기다려 주세요.,0
전화번호가 몇 번이에요?,0
다시 한 번 말씀해 주세요.,0
어떤 용무세요?,0
잠시 후에 다시 걸게요.,0
이 번호 아닌가요?,0
보고싶어. 언제 연락하나 기다렸어.,0
카톡 봤어?,0
